"age_group","date","J12_18","ach_noj","a10_b99_nopneumo","K00_99","E00_99","N00_99","S00_T99","I00_99","E10_14","I60_64","pandemic","G00_99_SY","N39","C00_D48","A41","Z00_99","L00_99","D50_89","M00_99","E40_46","H00_99_SY","K80","Q00_99","cj20_J22","P00_99","K35"
"08_1_11",2004-11-01,15,-1.21897556478358,-0.938308396140883,-0.476138921850781,-0.778862017104376,-0.613667044955869,-0.342526509441342,-1.38471546300406,-0.685313086114997,-0.94470957153553,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2004-12-01,19,-1.21897556478358,-0.938308396140883,-0.476138921850781,-0.778862017104376,-0.613667044955869,-0.342526509441342,-1.38471546300406,-0.685313086114997,-0.94470957153553,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-01-01,17,-1.13345015501199,-0.541579093191723,-0.197514265992676,-0.0751931131332959,-1.02165533643656,-1.03132834250137,-1.43983739716696,0.190197762027619,-1.54295414863037,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-02-01,13,-1.13345015501199,-0.541579093191723,-0.197514265992676,-0.0751931131332959,-1.02165533643656,-1.03132834250137,-1.43983739716696,0.190197762027619,-1.54295414863037,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-03-01,23,-1.13345015501199,-0.541579093191723,-0.197514265992676,-0.0751931131332959,-1.02165533643656,-1.03132834250137,-1.43983739716696,0.190197762027619,-1.54295414863037,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-04-01,29,-1.01712764783703,-0.98992506072937,-0.207926880251198,0.427163393280425,-0.752738710430306,-0.602718449083312,-1.172912076533,-0.319223537219027,-0.179443552839376,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-05-01,43,-1.01712764783703,-0.98992506072937,-0.207926880251198,0.427163393280425,-0.752738710430306,-0.602718449083312,-1.172912076533,-0.319223537219027,-0.179443552839376,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-06-01,22,-1.01712764783703,-0.98992506072937,-0.207926880251198,0.427163393280425,-0.752738710430306,-0.602718449083312,-1.172912076533,-0.319223537219027,-0.179443552839376,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-07-01,27,-0.951729532372247,-0.848570213728225,-0.631026266550415,-0.230978836079456,-0.990640963842147,-0.199775293992377,-0.851120437887471,0.381101629390547,-0.623429798741176,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-08-01,20,-0.951729532372247,-0.848570213728225,-0.631026266550415,-0.230978836079456,-0.990640963842147,-0.199775293992377,-0.851120437887471,0.381101629390547,-0.623429798741176,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-09-01,25,-0.951729532372247,-0.848570213728225,-0.631026266550415,-0.230978836079456,-0.990640963842147,-0.199775293992377,-0.851120437887471,0.381101629390547,-0.623429798741176,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-10-01,10,-1.45027877221355,-1.47981206051028,-0.606862998571279,-1.17349885288448,-1.3792233148414,-1.52568847283638,-1.38228889036081,-1.3642224707272,-1.86397483091681,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-11-01,16,-1.45027877221355,-1.47981206051028,-0.606862998571279,-1.17349885288448,-1.3792233148414,-1.52568847283638,-1.38228889036081,-1.3642224707272,-1.86397483091681,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2005-12-01,13,-1.45027877221355,-1.47981206051028,-0.606862998571279,-1.17349885288448,-1.3792233148414,-1.52568847283638,-1.38228889036081,-1.3642224707272,-1.86397483091681,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-01-01,20,-0.943431997921827,-0.272326345109394,-1.15103831441076,-0.469581964874868,-1.00598250616936,-1.00866115045831,-0.651312018513302,-0.795489227865629,-0.525976124703476,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-02-01,14,-0.943431997921827,-0.272326345109394,-1.15103831441076,-0.469581964874868,-1.00598250616936,-1.00866115045831,-0.651312018513302,-0.795489227865629,-0.525976124703476,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-03-01,28,-0.943431997921827,-0.272326345109394,-1.15103831441076,-0.469581964874868,-1.00598250616936,-1.00866115045831,-0.651312018513302,-0.795489227865629,-0.525976124703476,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-04-01,27,-0.827918047630848,-0.977003437416127,-0.631026266550415,-0.00894995053331367,-1.30000604370176,-0.688850775599432,-0.345280364324071,-0.466314242362774,-0.209884800255031,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-05-01,24,-0.827918047630848,-0.977003437416127,-0.631026266550415,-0.00894995053331367,-1.30000604370176,-0.688850775599432,-0.345280364324071,-0.466314242362774,-0.209884800255031,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-06-01,14,-0.827918047630848,-0.977003437416127,-0.631026266550415,-0.00894995053331367,-1.30000604370176,-0.688850775599432,-0.345280364324071,-0.466314242362774,-0.209884800255031,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-07-01,25,-0.960119873974601,-1.35840503697536,-1.23899916176119,-0.530688975268506,-1.12112447781189,-0.22037328588534,-0.745242810390295,-0.867041846566924,-0.675686750984386,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-08-01,38,-0.960119873974601,-1.35840503697536,-1.23899916176119,-0.530688975268506,-1.12112447781189,-0.22037328588534,-0.745242810390295,-0.867041846566924,-0.675686750984386,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-09-01,30,-0.960119873974601,-1.35840503697536,-1.23899916176119,-0.530688975268506,-1.12112447781189,-0.22037328588534,-0.745242810390295,-0.867041846566924,-0.675686750984386,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-10-01,12,-0.87230656316211,-0.98992506072937,-1.03453357258396,-1.16537261354564,-0.406343073273977,-0.916988974342617,-0.94974704146059,-1.33492849446724,-0.717189455619413,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-11-01,17,-0.87230656316211,-0.98992506072937,-1.03453357258396,-1.16537261354564,-0.406343073273977,-0.916988974342617,-0.94974704146059,-1.33492849446724,-0.717189455619413,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2006-12-01,17,-0.87230656316211,-0.98992506072937,-1.03453357258396,-1.16537261354564,-0.406343073273977,-0.916988974342617,-0.94974704146059,-1.33492849446724,-0.717189455619413,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-01-01,26,-0.601614643230976,-0.735715272083861,-0.860899808823446,-0.451712951033582,-0.386382080192528,0.0586142446879061,-0.376344154763087,-0.736587505808966,-0.124789753376606,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-02-01,21,-0.601614643230976,-0.735715272083861,-0.860899808823446,-0.451712951033582,-0.386382080192528,0.0586142446879061,-0.376344154763087,-0.736587505808966,-0.124789753376606,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-03-01,23,-0.601614643230976,-0.735715272083861,-0.860899808823446,-0.451712951033582,-0.386382080192528,0.0586142446879061,-0.376344154763087,-0.736587505808966,-0.124789753376606,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-04-01,23,-0.920212845804741,-0.782161168356533,-0.00117837670000906,-0.442889053066548,-0.744522407769063,-1.39777848536442,-0.738328853363929,-0.349241504573989,-0.0879519440457093,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-05-01,27,-0.920212845804741,-0.782161168356533,-0.00117837670000906,-0.442889053066548,-0.744522407769063,-1.39777848536442,-0.738328853363929,-0.349241504573989,-0.0879519440457093,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-06-01,32,-0.920212845804741,-0.782161168356533,-0.00117837670000906,-0.442889053066548,-0.744522407769063,-1.39777848536442,-0.738328853363929,-0.349241504573989,-0.0879519440457093,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-07-01,24,-0.464991181973254,-1.25835288397683,-0.981138263031109,-0.0223434248792231,-0.256444347357161,-0.145620126242851,-0.0159772955363715,0.428601873991112,0.348487315011397,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08_1_11",2007-08-01,26,-0.464991181973254,-1.25835288397683,-0.981138263031109,-0.0223434248792231,-0.256444347357161,-0.145620126242851,-0.0159772955363715,0.428601873991112,0.348487315011397,-0.123564012835717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
